"uri","sha256"
"https://github.com/fireice-uk/xmr-stak/releases/download/2.10.8/xmr-stak-linux-2.10.8-cpu_opencl-amd.tar.xz","4474FC55932424BCD5DA6C1848C8DE5DA5ACC925B5DECA22CA4BBCCFB80A04FA"
"https://github.com/yuzi-co/miners-linux/releases/download/2020.06/ccminer_3_7_ubuntu_18.04.7z","922A88809D23272E41B6794B5B90B9473B2962266F33D8DA70E1A2AD7021048A"
"https://github.com/jceminer/cn_cpu_miner/raw/master/jce_cn_cpu_miner.linux.033q.zip","1901DC7F4D4D39EBFFBF07690B6A334364F34F063AFF14FF4799789941AD9B8F"
"https://github.com/nanopool/nanominer/releases/download/v1.9.5/nanominer-linux-1.9.5.tar.gz","5B4A7DBC47BC7241340994C12D8C0CFA986AC17AFCC6C2EE375EB11AADF08300"
"https://github.com/VerusCoin/nheqminer/releases/download/v0.8.2/nheqminer-Linux-v0.8.2.tgz","33F6F2FE4296A8A06F0770F120F126BC79564BF32D6B0012E83323F9C42E2C22"
"https://github.com/polyminer1/rhminer/releases/download/2.3/rhminer.2.3.Linux.CPU.zip","6A366A982B6C2581CD0716B9E72AF9E4D56E2C0734C2ECCD46D762E2ADD18DC7"
"https://github.com/fireice-uk/xmr-stak/releases/download/2.10.8/xmr-stak-linux-2.10.8-cpu.tar.xz","DE20F7663EC87AB5153E0D15FA5823A1BF42FF04A3C44ED9A0828B8CF1E4F986"
"https://github.com/fireice-uk/xmr-stak/releases/download/1.0.5-rx/xmr-stak-rx-linux-1.0.5-cpu.tar.xz","FF1829812BC2658E61159BC6E11CF0B8DA1FBD2681248DE2D4C4A8377F8E498A"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.23.0/CryptoDredge_0.23.0_cuda_10.1_linux.tar.gz","854A417900CD82EA65A4C658952B5CEC64C4673E26056069EED4804CEAF7160C"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.23.0/CryptoDredge_0.23.0_cuda_10.0_linux.tar.gz","688FF4C2A786F9F2F1903046446C773021BB9474A8774E85BFB0EE2BF66F0BC8"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.23.0/CryptoDredge_0.23.0_cuda_9.2_linux.tar.gz","AACC1D6AD0BD03CB3F07094848A7C635BE181802E291F28191FAABFE96DB849E"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.23.0/CryptoDredge_0.23.0_cuda_9.1_linux.tar.gz","B52E7FF2BDA6B32C58CF17C372326D351BC986B2EA8D924EC2006F69D398A73F"
"https://github.com/yuzi-co/miners-linux/releases/download/2019.03/EWBF_Equihash_miner_v0.6.tar.gz","37A31B0D910A70414F9AF816771D6D01BCD67BC925389CF1E1B3613F334163B3"
"https://github.com/Lolliedieb/lolMiner-releases/releases/download/0.98/lolMiner_v0981_Lin64.tar.gz","A805C01B18BE149EE5257F50198C71C136EFA22C142DAAC771F71F937CD9D664"
"https://github.com/yuzi-co/miners-linux/releases/download/2020.06/miniZ_v1.5u2_cuda10_linux-x64.7z","FD4B8C53A3F900EA201E5E510224F185ED61412AF21F2696904081B8EB04C520"
"https://github.com/trexminer/T-Rex/releases/download/0.15.7/t-rex-0.15.7-linux-cuda10.0.tar.gz","FA9C81E98CB2A54CF5965A82F9C5BDD443869BB7A5AEE78508D3DBA71DA9592F"
"https://github.com/trexminer/T-Rex/releases/download/0.15.7/t-rex-0.15.7-linux-cuda9.2.tar.gz","4F25668C5BE406E9B44A82ECBEB263ADBE75D9319E69C95115B677C222D0237F"
"https://github.com/trexminer/T-Rex/releases/download/0.15.7/t-rex-0.15.7-linux-cuda9.1.tar.gz","EE8C465C404FE85DB2DD762F4E907A7EA4E5C64A1A521B3C5CB51752104575CB"
"https://tradeproject.de/download/Miner/TT-Miner-3.2.3-beta1.tar.xz","6212D4F884B15DC4A2AC599A50F09F46EFC293EB413F143FC60CD2DD1AC59F5D"
"https://tradeproject.de/download/Miner/TT-Miner-5.0.1.tar.xz","2982CC8F728E2D60413DB35ED4DEF9269135DC1CBFE6D1621DE6947C1B044777"
"https://github.com/fireice-uk/xmr-stak/releases/download/2.10.8/xmr-stak-linux-2.10.8-cpu_cuda-nvidia.tar.xz","7F2D2CA7EA0AAB977FC524D275AB1A6F3D51467008F37E769C910CBB7E6CA4F1"
"https://github.com/zealot-rvn/z-enemy/releases/download/kawpow262/z-enemy-2.6.2-cuda101-libcurl4.tar.gz","5CD71497FF41DF191C5DB1D6B71383B397BD5E298CFC560B121A0A01FAAF9D2D"
"https://github.com/zealot-rvn/z-enemy/releases/download/kawpow262/z-enemy-2.6.2-cuda100-libcurl4.tar.gz","72922A9BEC7D2FEA100B944C5D724D5DF6ABC83C8B851F219148DF85A23B66F3"
"https://github.com/zealot-rvn/z-enemy/releases/download/kawpow262/z-enemy-2.6.2-cuda92-libcurl4.tar.gz","417C07BD607AE98E9CBB476900C0CEE117BAA7876D7C58E757A7157DCD5A59A7"
"https://github.com/mcarloai/minerbabe-kbminer/releases/download/1.2.2/kbminer_1.2.2_linux_release.tar.gz","45D9D9F005017B7CCB3C0C8A0DF593B76529A93520CD923C3ABB121DA382DE47"
"https://github.com/mcarloai/minerbabe-kbminer/releases/download/1.3.8/kbminer_vds_linux_1.3.8.tar.gz","294FA166FB8D5B5AA33A7A66B81A429A0AB00A317B146CE21D993D92135C1E48"
"https://github.com/yuzi-co/miners-linux/releases/download/2019.4/lukMiner-0.15.12-cpu-phi.tar.gz","17A887D819C78C298CB8396EAA7F761757F29F5FBFC723604D796FF2BC188A14"
"https://www.bminercontent.com/releases/bminer-v16.0.7-6e99817-amd64.tar.xz","A7BC3F596AA417556275E2084EDC10B83C7966D518F19E5CFFF30B503FB6A57C"
"https://github.com/yuzi-co/miners-linux/releases/download/2019.07/CCMinerMTP-v1.1.23.tar.gz","B13E4A8FD9B87A97A0F57541C411D691887929D8BBCC34B629C1647B6A564069"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.16.0/CryptoDredge_0.16.0_cuda_10.0_linux.tar.gz","C2056F6529F4A834C2F9A2758D69EE3BB5533BBDBAF70A362B43B03EB58A0036"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.16.0/CryptoDredge_0.16.0_cuda_9.2_linux.tar.gz","381A9DE55E0C403BE1AC3DD8DA654A6F51A2FB7166D56D4568ACF5D72BDF9B28"
"https://github.com/technobyl/CryptoDredge/releases/download/v0.16.0/CryptoDredge_0.16.0_cuda_9.1_linux.tar.gz","71DA574D3A847242DFD355D5544F96FCF576C592EC1B6702D27E35E62EB58FDD"
"https://github.com/mcarloai/minerbabe-kbminer/releases/download/1.2.1/kbminer_1.2.1_linux_release.tar.gz","761C00A94D06877EB47DA8DFD5B71D450E08B3AB3D3D877D971FC59CD7568455"
"https://github.com/mcarloai/minerbabe-kbminer/releases/download/1.3.11/kbminer_1.3.11.tar.gz","1FED924CE72DC3F8527EA5B8D2A3F104F428201A9D36678949370A506F1CA066"
